10, -4.96502123497, 1515577059.1464722
20, -4.93611274693, 1515577061.3656116
30, -4.84506249439, 1515577064.1004229
40, -4.79409461571, 1515577066.9265304
50, -4.7545341289, 1515577069.6398408
60, -4.68122910732, 1515577072.2812428
70, -4.63740510834, 1515577074.810692
80, -4.62171947137, 1515577077.25274
90, -4.60118099423, 1515577079.8863416
100, -4.55772044388, 1515577082.5084836
110, -4.5202572496, 1515577084.8353906
120, -4.48714279167, 1515577087.8337572
130, -4.40635462467, 1515577090.888242
140, -4.42156328247, 1515577093.0984128
150, -4.44026010551, 1515577095.720652
160, -4.40715910968, 1515577098.272545
170, -4.3774241335, 1515577100.5881164
180, -4.39676489586, 1515577102.9305637
190, -4.39811303701, 1515577105.415019
200, -4.40120620919, 1515577107.9169185
210, -4.40839392465, 1515577110.3452716
220, -4.34572397416, 1515577113.286303
230, -4.33256628329, 1515577115.9111006
240, -4.36216287827, 1515577117.952235
250, -4.34933039092, 1515577120.4471838
260, -4.33710559816, 1515577122.8397522
270, -4.34892446192, 1515577125.2841363
280, -4.33714361538, 1515577128.4416916
290, -4.31771038795, 1515577130.5413592
300, -4.3177464621, 1515577133.0203328
310, -4.34198440797, 1515577135.3680027
320, -4.34670720295, 1515577137.5941927
330, -4.36275633214, 1515577140.3220758
340, -4.3303140679, 1515577143.409651
350, -4.36486079049, 1515577145.8265913
360, -4.38354084858, 1515577148.2214465
370, -4.4040817857, 1515577150.6788046
380, -4.3997617537, 1515577153.1327329
390, -4.39011764296, 1515577155.705079
400, -4.37012279824, 1515577158.1169136
410, -4.35734223434, 1515577160.6868086
420, -4.34951621674, 1515577163.0956047
430, -4.34838345468, 1515577165.906685
440, -4.34715223505, 1515577168.5190403
450, -4.36846080911, 1515577171.685664
460, -4.3105235776, 1515577174.5132115
470, -4.29048137384, 1515577177.0735104
480, -4.22730598013, 1515577179.9862685
490, -4.16982409447, 1515577183.115497
500, -4.18881106432, 1515577185.4828544
510, -4.17110620189, 1515577188.354511
520, -4.19070297286, 1515577190.7240665
530, -4.20659285258, 1515577193.2775695
540, -4.20072346658, 1515577195.9905272
550, -4.19252716766, 1515577198.5020483
560, -4.20848330438, 1515577201.0173738
570, -4.18146548125, 1515577203.6427977
580, -4.16921451481, 1515577206.1924748
590, -4.17032554887, 1515577208.5060334
600, -4.18002482587, 1515577211.2719014
610, -4.20612062969, 1515577213.7630103
620, -4.22795378601, 1515577216.402595
630, -4.17817821897, 1515577219.058064
640, -4.18285922581, 1515577221.320746
650, -4.20722308624, 1515577223.9922059
660, -4.22574075937, 1515577226.2698684
670, -4.2154893827, 1515577228.865433
680, -4.2225804269, 1515577231.3888245
690, -4.24749871148, 1515577233.705228
700, -4.26674136573, 1515577236.1659937
710, -4.29585047247, 1515577238.8558533
720, -4.33635698779, 1515577240.9617176
730, -4.34026293938, 1515577243.8556533
740, -4.34317743007, 1515577246.0377002
750, -4.35546344766, 1515577248.3782408
760, -4.36803402546, 1515577250.6110432
770, -4.35794423563, 1515577253.206007
780, -4.37440977161, 1515577255.9864497
790, -4.36718245878, 1515577258.5585563
800, -4.36373455611, 1515577260.9743488
810, -4.36926069654, 1515577263.4837828
820, -4.36323379507, 1515577265.8487961
830, -4.32537832044, 1515577268.6528816
840, -4.29289307403, 1515577271.071621
850, -4.28774792204, 1515577273.6777563
860, -4.29854782148, 1515577276.136075
870, -4.31671601195, 1515577278.382453
880, -4.27418074523, 1515577281.619378
890, -4.24109075535, 1515577284.0567105
900, -4.25856404496, 1515577286.5747685
910, -4.28229182184, 1515577289.0696008
920, -4.27452943814, 1515577291.471744
930, -4.29800255616, 1515577293.7036524
940, -4.33659348035, 1515577296.0097744
950, -4.32899362213, 1515577298.4920886
960, -4.35327990421, 1515577300.8550048
970, -4.34753425008, 1515577303.5921187
980, -4.33345403748, 1515577306.1635866
990, -4.34601325082, 1515577308.5147946
1000, -4.33073855671, 1515577311.2148275
1010, -4.32201092317, 1515577313.7999759
1020, -4.32424273939, 1515577316.0212815
1030, -4.33777926173, 1515577318.4515982
1040, -4.32193719977, 1515577321.0902553
1050, -4.34165158114, 1515577323.7907498
1060, -4.34768297686, 1515577326.453997
1070, -4.3512985819, 1515577329.1216254
1080, -4.31392436079, 1515577332.2821593
1090, -4.3146389573, 1515577334.9242058
1100, -4.31842039815, 1515577337.3178065
1110, -4.33214871918, 1515577340.2385898
1120, -4.28021420097, 1515577343.034381
1130, -4.26811013575, 1515577345.650547
1140, -4.26228749925, 1515577348.2297282
1150, -4.2256596305, 1515577350.7838476
1160, -4.24689414166, 1515577353.9288542
